Links,Texts,Text
https://navavani.org.in/wp/archives/14928,वर्षमेकं तथागतम् – विजयन् वि. पट्टाम्बि।,"वर्षमेकं तथागतम्।
— — — — – – – – – –
पूर्वेष्वुदयते पश्चा –
दस्तमेति च पश्चिमे ।
दिनरात्रं समे कृत्वा
भाति कालविधायकः ॥ ।
कोरोणाणु संसर्गा –
दाविश्वं दुःखितं बहु ।
जीवितं क्लेशपूर्णं हा
वर्षमेंकं वृथा गतम् ॥ 2
अलब्ध्वा मित्र संसर्ग –
मलब्ध्वा हितभाषणम् ।
तपस्वीव गृहे तिष्ठ –
द्वषमेकं वृथा गत म् ।। 3
मुखानि मुद्रितान्यासन्
स्निग्धानि हसितान्यपि ।
मृतिभयादिव स्तब्धाः
लोकाश्च कम्पिताः भशम् ॥ 4
सुखदं सुन्द२ञ्चापि
लोके किच्चिन्न दृश्यते ।
उत्सवाद्यैर्विहीनं हा !
वर्षमेकं वृथा गतम् ॥ 5
एकविंशति वर्षो / यं
द्वारमागत्य संस्थितः ।
स्वीकुर्मस्तथापि तं
नवं वर्षं समागतम् ॥ 6
विजयन् वि पट्टाम्बि"
https://navavani.org.in/wp/archives/13658,संस्कृतपाठसमीक्षा – Online classes,"STD – 5




CHAPTER – 2



CHAPTER – 3


CHAPTER – 4

STD – 6



CHAPTER – 2



CHAPTER – 3



CHAPTER – 4

STD – 7



CHAPTER – 2



CHAPTER – 3 – CLASS – 1



CHAPTER – 4- CLASS – 1

CHAPTER – 4 – CLASS – 1"
https://navavani.org.in/wp/archives/14440,महात्मजी – श्री मुत्तलपुरं मोहन् दास्।,
https://navavani.org.in/wp/archives/14221,गुरुगीतम्,"रचना – विजयन् वि पट्टाम्बि।
आलापनम् – निरञ्जना पद्मनाभन्।"
https://navavani.org.in/wp/archives/14135,।। नारायणीयमतानुसारं सृष्टिक्रमः।। Sankaranarayanan Anakkara,"।। नारायणीयमतानुसारं सृष्टिक्रमः।।
Sankaranarayanan Anakkara
आमुखम् ।
विचित्रस्वरूपस्य नानाविधचराचरैर्मिलितस्य प्रपञ्चस्यास्य आद्भुतानन्ददं दर्शनं प्राचीनकालादारभ्य मनुष्यचित्ते नैकान् प्रश्नान् संचोदयति स्म । कुतो अस्य सृष्टिः? कस्मात् महतः सकाशात् प्रपञ्चोयं समुत्पन्नः? कस्मिन्नस्य स्थिति ? कथमस्य समुत्पत्तिप्रकारः? कथं वा नाशप्रकारः ? इत्यादीनां नैकेषां प्रश्नानाम् उत्तरं अनिष्यमाणस्य मनुजस्य पुरतः सदा प्रकृतिः अद्भुतावहा एव स्थिता आसीत् । अस्य विविधानुत्तरान् संदृष्टवतां प्राचीनानां नानाविधानि मतानि पश्चात् विविधेषु दर्शनसम्प्रदायेषु नानाविध सृष्टिसङ्कल्पनानं बीजमावपत् ।
वैदिकानि सृष्टिसङ्कल्पनानि ।
1ऋग्वेदे नासदीयसूक्ते तथा 2पुरुषसूक्ते च मुख्यतया सविशदं सृष्टिक्रममधिकृत्य आद्याः कल्पनाः द्रष्टुं शक्यते। अनेकेषु उपनिषत्सु विविधप्रकारैः जगतः सृष्टिं वर्णयति ।3 तस्माद्वा एतस्मादाकाशः सम्भूतः । आकाशाद्वायुः वायोरग्निः । अग्नेरापः। अद्भ्यः पृथिवी । पृथिव्याः ओषधयः। ओषधीभ्यो पुरुषः । इति तैतरीयोपनिषदि । स वा ईक्षां चक्रे । तत्तेजोसृजत। तदपामसृजत। ताः अन्नमसृत । इति छान्देग्ये च । एवं श्वेताश्वतरप्रश्नबृहदारण्यकादिषु उपनिषत्स्वपि नानाप्रकारैः युक्तिभिः दृष्टान्तैश्च प्रपञ्चसृष्टिं वर्णयति। 4गीतायां मायासन्निध्येन ईश्वरः सृष्टिं करोतीति सुव्यक्तं स्थापयति ।दार्शनिकानां विविधाः पन्थानः
सांख्यदर्शनानुसारं प्रकृतेः अचेतनायाः पुरुषसान्निध्यात् जगत्सृजनतां समुपजायते। इश्वरकृष्णस्य सांख्यकारिकायां सृष्टिक्रमः एवं निरूपितः । 5प्रकृतेः महान् ततो अहङ्कारः तस्माद्गणाश्च षोडशकः ।तस्मादपिच षोडशकात् पञ्चभ्य पञ्च भूतानि । योगिनः यद्यपि सांख्यसमय इव प्रकृतिपुरुषसंयोगादेव जगत्सृष्टिरित्यङ्कीकुर्वन्तिस्तथापि ईश्वरस्य प्रेरणां तत्र हेतुं मन्यन्ते। काणादाः परमाणुभ्यो अदृष्टबलात् द्व्यणुकादिदावारा महाप्रपञ्चसृष्टिं मन्वानाः वर्तन्ते। 6शाङ्करास्तु पारमार्थिकसत्तायां निरोधोत्पत्तिर्बद्धमुक्तादिहीनो पंरं ब्रह्म सत्यमित्यङ्कीकुर्वन्तः तथापि मायाप्रतिबिम्बतया सगुणतामेत्य जगत्सृष्टिं विधत्ते इति मन्यन्ते।
सृष्टिक्रमनिरूपणे पुराणानां मतम् ।
सर्गश्च प्रतिसर्गश्च वंशो मन्वन्तराणि च वंशानुचरितं चैव पुराणं पष्चलक्षणम् इति पुराणलक्षणादेव प्रपञ्चसृष्टिनिरूपणं पुराणेषु अवश्यं भवितव्यमिति साम्प्रदायिकमतम्। भागवतपुराणे सांख्यदर्शसदृशः सृष्टिक्रमः सम्यक् प्रतिपादितः। एवं च इतरेष्वपि पुराणेषु स्वस्वमतानुसारं सगुणस्येश्वरस्य इच्छातः मायारूपायाः शक्त्याः प्रपञ्चसृष्टिः इति वर्णयन्ति ।
नारायणीयम् भागवतम् च ।
भागवतपुराणस्य सारसंग्रहः भवति मेल्पुत्तूर् नाराय़णभट्टतिरिणा विरचितं नारायणीयम् । तस्मादेव हेतोः भागवतपुराणानुसारमेव नारायणीये अपि सत्ताविचिन्तनम् सृष्टिक्रमनिरूपणं कथाप्रतिपादनं च च प्रतिपादितम्।
नारायणीयस्य प्रथमदशके यद्यपि निर्गुणस्याद्वैतपरब्रह्मणः निरूपणं कृतम् तथापि द्वितीयदशकादारभ्य सगुणब्रह्मोपसनायाः भक्तेः च माहात्म्यप्रतिपादने कविः सक्तः भवति। तृतीयदशके भक्तेः माहात्म्यं चतुर्थे योगमार्गानुसारं सगुणेश्वरोपासनाविधिं च वर्णयति । पञ्चमे दशके जगत्सृष्टिप्रकारः निरूपितः।
तत्र प्रथमश्लोकेन सृष्टेः प्राक् वर्तमानां प्रलयावस्थां वर्मयति।
व्यक्ताव्यक्तमिदं न किञ्चिदभवत् प्राक् प्राकृतप्रक्षये
मायायां गुणसाम्यरुद्धविकृतौ त्वय्यागतायां लयम्।
नो मृत्युश्च नचामृतं च समभूः नाह्नो न रात्रेः स्थितिः
तत्रैकस्त्वमशिष्यथा किल परानन्दप्रकाशात्मना।
प्राक प्रलयकाले साम्यावस्थानिरुद्दस्वरूपा भगवच्छक्तिस्वरूपा माया भगवति परब्रह्मणि लीना आसीत्।
( मायायाः साम्यावस्थायां लयः वैषम्यावस्थायां प्रपञ्चात्मकेन भावनं इति पौराणिकाः अङ्कीकुर्वन्ति ) । तदानीं स्थूलसूक्ष्मात्मकःअयं प्रपञ्चः नासीत् । तत्तु कारणस्वरूपायां मायायां लीना आसीत्। रात्रिः अहः च नासीत्। न संसारावस्था न वा मोक्षावस्था आसीत् । केवलः सच्चिदानन्दस्वरूपः अद्वैतब्रह्मस्वरूपः एव आसीत्।
द्वितीयेन श्लोकेन कालादितत्वानां परब्रह्मणि एव कारणरणरूपतया अवस्थानमिति स्थापयति
कालः कर्मगुणाश्च भूतनिवहाः विश्वं च कार्यं विभो
चिल्लीलारतिमेयुषि त्वयि तदा निर्लीनतामाययुः।
तेषां नैव वदन्त्यसत्वमयि भो शक्त्यात्मना तिष्ठताम्
नो चेत् किं गगनप्रसूनसदृशां भूयो भवेत् सम्भवः ।
कालतत्त्वं भूतनिवहाः कार्यस्वरूपः अयं प्रपञ्चश्च न तदानीं अत्यन्तासत्वाः आसन्। किन्तु चित्स्वरूपे परब्रह्मणि निर्लीनाः आसन् । गगनप्रसूनससदृशां तेषां भूयः सम्भवः – उत्पत्तिः–कथं स्यादिति अनुमानेन तेषां परब्रह्मणि एव कारणात्मकत्वेन अवस्थानमासीदिति अनुमीयते । नो चेत् किं गगनप्रसूनसदृशां भूयो भवेत् सम्भवः। (४ः२) ।
एतामवस्थां भागवते एवं वर्णयति –
भगवानेक आसेदमग्रे आत्मात्मनांविभुः । आत्मेच्छानुगतावात्मा नानामेत्युपलक्षणः।
स वा एतस्य संद्रष्टुः शक्तिः सदसदात्मिका ।माया नाम महाभाग ययेदं भार्यते विभुः।
कालवृत्या तु मायायां गुणमय्यामधोक्षजः पुरुषेणात्मभूतेन वीर्यमाधत्त वीर्यवान् ।
ततो भवत् महत्तत्वमव्यक्तात् कालचोदितात् । विज्ञानात्मात्मदेहस्थं विश्वं व्यञ्जंस्तमोनुदम्।
( स्कन्धः 3 अध्यायः 5श्लोकाणि 23- 35 )
तृतीयश्लोकादारभ्य सृष्टिप्रक्रियां वर्णयति
एवं च द्विपरार्धकालविगतावीक्षां सिसृक्षात्मिकां
बिभ्राणे त्वयि चुक्षुभे त्रिभुवनीभावाय माया स्वयम्।
मायातः खलु कालशक्तिरखिलां दृष्टं स्वभावोपि च
प्रादुर्भूय गुणान् विधास्य विदधुस्तस्याः सहायक्रियाम्।।
द्विपरार्धे गते भगवति सिसृक्षात्मिकां ईक्षां बिभ्राणे सति माया त्रिभुवनीभावाय स्वयं चुक्षुभे। गुणान् विधास्य निर्माय तस्याः मायायाः सहायक्रियां विदधु च ।
साक्षीति प्रथितः ईश्वरः अप्रविष्टवपुषा मायासन्निहितः सन् नानाप्रकारभेदैः तां प्रतिबिम्बरूपेण प्राविशत् । कालादिश्क्तियुक्तेन तेन चोदिता सा महतत्वाख्यम् बुद्धितत्वमसृजत्। तत्तु सत्वगुणप्राधानिकः निर्विकल्पकबोधस्वरूपः तमोगुणप्राधानिकः अहङ्कारतत्वं सृजति। स तु अहङ्कारतत्वं सत्व रज स्तमोगुणप्राधान्येन वैकारिकः तैजसः तामसः इति संज्ञाभिः त्रिविधावस्थां आपन्नः ।
तस्मात् सात्विकाहङ्कारात् इन्द्राभिमानिनां देवतानां सृष्टिं व्यातनोत्। तथा च अन्तःकरणम् । राजसाहङ्कारात् (तैजसात्) दशेन्दियगणाः तामसाहङ्कारात् आकाशस्य सूक्षतन्मात्रायाः सृष्टिश्च समजायत। शब्दात्मक सूक्ष्मरूपात् आकाशात् स्थूलाकाशः तस्मात् स्पर्शात्मकः सूक्ष्मरूपो वायुः ततो स्थूलरूपो वायुः । तस्मात् तेजः । ततो अपां सृष्टिः । ततो पृथिवी । एवं आद्याद्यकर्मान्वितं भूतसमूहमिदं ससर्जेति चतुर्थे दशके वर्णयति।
नारायणीयप्रोक्ते सृष्टिक्रमे औपनिषदकल्पनायाः प्रभावः ।
जगतः सृष्टेः प्रागवस्थाविचिन्तनं इदं प्रथमतया ऋग्वेदे नासदीयसूक्ते एव पश्यति। सा कल्पना भागवते नारायणीये च प्राक्प्रलयावस्था निरूपणे समञ्जसतया गुम्भितम्। तथापि नासदीये दृश्यमाणाम् अव्यक्तावस्थायाः तमस्त्वकल्पनां ( तमः आसीत् तमसा गूळ्हमग्रे ) पाक्षिकतया तिरस्करोति । मायायाः साम्यावस्थात्वेन परिष्करोति पुराणकारः नारायणीयकर्ता च ।
ब्रह्मणः सृष्ट्युन्मुखायाः इच्छायाः स्वरूपं छान्दोग्योपनिषदि सम्यक् विवृतमस्ति । एषा कल्पना यद्यपि पुराणे तथैव स्वीकृतास्तथापि परिष्कृता च । ईश्वरस्य सिसृक्षात्मकस्य ईक्षणस्य होतोः एव माया त्रिभुवनीभावाय सज्जा भवति । सृष्ट्यनुकूलक्षोभः च जायते।
तैत्तरीयोपनिषदनुसारिणीं भूतसृष्टिं च क्रमात् विवृणोति आकाशादीनां सूक्ष्मस्थूलभूतानां सृष्टिवर्णनेन।
सृष्टिक्रमनिरूपणे सांख्याभिमतसृष्टिक्रमः एव भागवते नारायणीये च स्वीकृतः।
एवं वेदप्रोक्तस्य औपनिषदप्रोक्तस्य च प्रपञ्चसृष्टेः क्रमस्य विशदचित्रणमेव भागवतपुराणे कृतम् । नारायणीयकर्ता तु तां सगुणस्येश्वरस्य लीलेति प्रकल्प्य भक्यनुगुणतया तां सयुक्तिकं संगृह्य स्थापयति । केवलाद्वैतमतानुसारीं सृष्टिप्रक्रियां न स्वीकरोति । तथा अद्वैताभिमतमजातिवादं च न स्वीकरोति ।
References
1 Rgveda mandala 10 suktha 129
2 Rgveda Mandala 10
3 Thaithariya Upanishad 2:1:4
4 Bhagavath githa
5 Samkhyakarika sloka 22
6 Mandukyakarika vythathya prakaranam sloka 32
Bibliography
1 नारायणीयम् वनमाला व्याख्या guruvayoor devaswom publi
2 नारायणीयम् श्यामसुन्दरव्याख्या by P S ananthanarayana Sasthri
3 नारायणीयम् रसिकरञ्जिनीव्याख्या by Sahrdayathilaka Ramapisharody
4 नारायणीयम् भक्तप्रियाव्याख्या by Desamangalathu varrier , (pdf)
5श्रीमद्भागवतम् – GITA PRESS GHORAKHPUR
6 സംസ്കൃതസാഹിത്യചരിത്രം – കേരളസാഹിത്യ അക്കാദമി ,തൃശ്ശൂര്‍ (Vol 1)
7 ശ്രീമത് ഭാഗവതം ഡി. ശ്രീമാന്‍ നമ്പൂതിരി,ഋത്വിക് ബുക്സ് കോഴിക്കോട്
8 Samkkyathathva kaumudi , vacaspathi misra , Chaukhamba publishers
9 നൂറ്റെട്ട് ഉപനിഷത്തുകള്‍ (എഡി. )ഡി ശ്രീമാന്‍ നമ്പൂതിരി സമ്രാട്ട് ബുക്സ്"
https://navavani.org.in/wp/archives/13948,संस्कृतवाराचरणम् – डि.बि.जि.एच्.एस्. कोटकरा।,
https://navavani.org.in/wp/archives/14037,भारतं जयताच्चिरम् – विजयन् वि पट्टाम्बी।,"भारतं जयताच्चिरम्।
——— – – – – – – –
सर्वदेशेषु सम्बुद्धं
सर्वलोकेषु विश्रुतम् ।
सर्वलोकसमाराध्यं
भारतं जयताच्चिरम् ।। 1
स्वरुचिं साधु संवर्ध्य
साधुभावं प्रकाश्य च ।
स्वान्तं शान्तिसंयुक्तं
भारतं जयताच्चिरम् ॥ 2
स्वायत्तं वर्धितं वीर्यं
स्वायत्तं जनमण्डलम् ।
स्वरभेदं विना चैत –
द्भारतं जयताच्चिरम् । । 3
योगविद्यां प्रसार्यात्र
सर्वलोकेषु च पुनः ।
सर्वचित्तानि संयम्य
भारतं जयताच्चिरम् ॥ 4
स्वायत्तीकृत्य तन्त्राणि
संलक्ष्य शत्रुविक्रमान् ।
संसेव्य रणतन्त्राणि
भारतं जयताच्चिरम् ॥ 5
संलक्ष्य साधु व्याधिध्ना –
नौषधानपि सत्वरम् ।
निहत्य व्याधिजालं त –
द्भारतं जयताच्चि२म् ॥ 6
संसेव्य संस्कृतं नित्यं
सर्वलोकोपकारकम् ।
सर्वान् ज्ञानेन सत्कृत्य
भारतं जयताच्चिरम् ॥ 7
स्वाधीनस्य सुखञ्चान्य –
दन्यैषा चात्मनिर्वृतिः ।
स्वाधीनं सर्वतोभद्रं
भारतं जयताच्चिरम् ॥ 8
– – – – – – – – – – – – –"
https://navavani.org.in/wp/archives/13894,मम भाषा संस्कृतम्।,"मम भाषा संस्कृतम्।
(संस्कृतदिनगीतम् – विजयन् वि. पट्टाम्बि)
मम भाषा संस्कृतं संस्कृतेश्च वर्धकम्
सर्वचित्तहारकं सर्वलोकरञ्जकम्।
मम भाषा संस्कृतं सुन्दरं सनातनम्
काव्यशास्त्ररक्षकं चात्मतत्त्वभासकम्।
मम भाषा संस्कृतं शास्त्रतत्त्वगुम्फितम्
जीवनप्रदायकं जीवनाय चोदकम्।
मम भाषा संस्कृतं तत्त्वशास्त्रावेदकम्
भक्तिमार्गदर्शकं सर्वदुःखहारकम्।
मम भाषा संस्कृतं सर्वलोकदीपकम्
भानुतुल्यभासकं भामिनीव रञ्जकम्।
मम भाषा संस्कृतं कण्ठशुद्धिवर्धकम्
वेदशास्त्रबोधकं वेदितव्यसञ्जितम्।
मम भाषा संस्कृतं भाषणं करोम्यहम्
मातृकल्पभाविनं तं भजे निरन्तरम्।।"
https://navavani.org.in/wp/archives/13690,संस्कृतं लोकरञ्जकम्।,
https://navavani.org.in/wp/archives/13616,कोरोणागीतम् – श्री मुत्तलपुरं मोहन्दास्।,"कोरोणागीतम्
मुत्तलपुरं मोहन्दास्
कोविडव्यापनकाले लोके
मानवास्सर्वे संभीता जाताः।
उच्चो वा नीचो वा मध्यमो वा
नास्ति विभेदः कोरोणायाश्च ।।
While Covid is rampant in the country, mankind is all terrified. Corona does not discriminate among the lower middle and upper classes.
मन्त्री वा तन्त्री महाजनो वा
मन्त्रयत्येकं कोरोणामन्त्रम् ।
मन्त्रेण यन्त्रेण नैव वार्या
जाग्रत्ता एकास्ति तन्निरोधे ।।
Minister, priest or common man, all are chanting only the Corona Manthra. It can be encountered with neither chanting  or charm, the only prevention possible is being Alert.
सच्छीलानां परिपालनेन
उच्चाटनं साध्यम् कोविडस्य ।
यत्र कुत्रापि वा सञ्चरणे
व्यक्तिशुचित्वं प्रधानमेव ।।
Covid can be warded off only through observing chaste routines. Wherever
one goes, personal hygiene is important.
कार्यालये वाऽन्यसंगमे वा
धार्यं सदापि मुखावरणम् ।
हस्तप्रक्षालनं मध्ये मध्ये
कर्तव्यमेवाणुनाशनाय ।।
Whether one is in an office or there in a meeting place, wearing mask is a must. Virus elimination is possible only by washing hands at regular intervals.
सामूहिकान्तरं कल्पनीयम्
शारीरिकं नतु मानसिकम् ।
हस्तदानं मास्तु स्वीकरणे
वक्तुमुचितं ‘नमस्ते’ एव ।।
Social distancing is essential physically, not mentally. Greetings should not be through handshake, a verbal greeting like “Namaste” should be preferred.
आश्चर्यं कोविडवैभवेन
निश्चलं सर्वं पिनद्धं जातम् ।
नास्ति गत्यन्तरमित्यतो हि
सर्वे जना गृहमाश्रयन्ति ।।
It is amazing that, by the glory of Covid, everything has become still and locked. Now, as there is no other go, people is finding solace at home alone.
पितरस्सन्तुष्यन्ति स्वात्मजानां
सततस्सान्निध्येन दुर्लभेन ।
एवमपत्यान्यनुभवन्ति
वाल्सल्यमन्यथा नैव लभ्यम् ।।
Men are gladdening parents and children alike, by constant presence, which used to be rare.
नास्ति बहिर्मुधा पर्यटनम् ।
अस्ति दुराशानां संयमनम् ।
भूत्वा गृहे सर्वे सन्निहिताः
स्वस्थाः परस्परं संवदन्ति ।।
Unwanted outings have stopped and hence all are ever available in the house. The family members have healthy communication among them.
कोविड्गुरोरनुशासनेन
कोविदा जाताः महाजनाश्च ।
अन्धविश्वासदुराचाराणाम्
अन्तमभवदनेककानाम् ।।
By order from Guru Covid, people became more aware of life and have got rid of many superstitions and amorality. 
अस्ति जगदीश सर्वतोपि
ईश्वरतुल्यजनोस्ति लोके ।
मानवसेवा भवति साक्षात्
दैविकसेवा वदति कोविड् ।।
God is omnipresent. There are godlike men too in this world. Serving mankind is the same as serving God: says Covid.
यानानि सर्वाणि निश्चलानि
राजमार्गाः जाता निर्जनाश्च
अन्तस्थितेषु जनेषु बाह्ये
सर्वतो वन्यमृगाश्चरन्ति ।।
As vehicles stopped plying roads streets have become tidier and secluded, wild-life is free to move around.
मालिन्यमुक्ता जलाशया हा!
स्वच्छञ्च संजातमन्तरीक्षम्
जन्तवो विस्मिता मानवानां
मानसान्तरं कथं नु जातम् ?
water sources are cleaner, The atmosphere has become pollution free. The animals may be wondering what made  the human have change their mind?
अस्ति कृषिकर्म गेहे गेहे
अत्ति सुभिक्षं दिने दिने च ।
नास्ति पिधानवैरस्यमल्पम्
वेत्ति जनोपि कुटुम्बसौख्यम् ।।
Every homestead has farming these days and, there is lot to eat. Instead of the lockdown bore people are experiencing family bliss.
कोविड! त्वं गुरुर्मानवानाम् ।
पाठाननेकान् त्वं पाठितवान् ।
पाठनमत्यन्तमुत्तमं स्यात् ।
कोऽपि न विस्मरेज्जीवनान्तम् ।।
covid, you are Guru to mankind, you have taught many a lessons. Your teaching methodology is excellent! No one will forget these learning experiences.
एवं स्थितेपि त्वां कीर्तयितुं
साध्यं कथं तव दुश्चरितैः?
मृत्युं वपसि त्वं मर्त्यलोके
भृत्यो वा त्वं भुवनान्तकस्य?
However, it is not proper to heap praises on you. You are spreading death on earth. Are you an agent of the God of Destruction?
 
उत्सर! कोविड! रे दुरात्मन्!
भर्सयति त्वां जगदिदानीम्।
वाक्सिनागच्छेत्त्वन्नाशनाय
उज्झित्वा गच्छ! भुवनाच्छीघ्रम् ।।
Clear out! evil minded Covid, demands the world. It sure that vaccine will arrive to destroy you. Go leaving the world at the earliest.
कोविडनिर्मार्जनाय लोकाः!
बद्धपरिकरा सन्त्विदानीम्!
त्यज्यन्तां भेदविवेचनानि
लोकाः समस्तास्सुखिनस्सन्तु!
O men of the world, set aside the racial discriminations and get set to drive away the Covid menace, so that there shall be welfare for the entire world.
***************"
